Loss_Entrenamiento,Loss_Predicción
0.3643095850318457,0.38606055930855676
0.2724074272486787,0.27948050380057554
0.19403814314021975,0.1885192953425668
0.13742974507216976,0.12283753126366642
0.10682775858689501,0.08792887697420992
0.08903612458023485,0.06850749557811757
0.0777338711082035,0.0576372773312411
0.06955937796008495,0.049845883816797075
0.0623433057325218,0.04345796976307302
0.05665545033441254,0.038695071243918515
0.05173969806961057,0.03470433828781069
0.04730826090852993,0.031095899293709296
0.04334538193026302,0.028012195226375273
0.03980936741461193,0.02532115099116363
0.03650869812023536,0.022818470212822673
0.03347132214840596,0.02069033648068241
0.030472172121478788,0.01865168570829089
0.027693257109535446,0.016853371076406793
0.02496540473261715,0.015211859036784478
0.02230557237681881,0.013762537846213486
0.01979815489191287,0.012337117567617293
0.017337178966503157,0.01105994316353054
0.015064223119129213,0.009864531881582268
0.012957655666522207,0.008787625304561722
0.011080261215678039,0.007828884857425548
0.00943412936298078,0.006885628013789644
0.008023788999549973,0.006126625348849776
0.006818867252421844,0.005413254955575819
0.005816237750852665,0.004806133902047086
0.005006762586259835,0.004238426820954769
0.004335991126478925,0.003782287416270105
0.003858619032747904,0.0033976574067969747
0.0035044907459877883,0.003164421808472067
0.003226572739707184,0.0029270020046493557
0.0030566003459668585,0.0027829561423238862
0.0029258008998730447,0.0026800799978725417
0.0028184860373100043,0.002619810105371982
0.003928023164736651,0.0033289770217622204
0.0027679906121498773,0.0026696825503608967
0.0026812550175254932,0.0025237510879922644
0.002658097436618093,0.0025132716291303096
0.002605227507303581,0.00245674821511784
0.0027550181840440714,0.0025751874559439988
0.0025899436011937527,0.0025122519652406084
0.0024947586025480303,0.0024269911923841554
0.002536789537791465,0.0023858120056305834
0.0024643852748820532,0.002364417732205671
0.0024208007424738366,0.0023927096107353644
0.0023701783780945046,0.0023090813346275693
0.002509564866094371,0.0023803736642379375
0.002383976845945225,0.0024243038841442735
0.0022964808698314404,0.0022204851014885926
0.002304080675129292,0.002285054356797122
0.0022663449532667095,0.003075364186011137
0.0022510733376055626,0.0022251701303807195
0.002339931763001144,0.0023134501566127582
0.0022390790708267756,0.00231143188802739
0.0022673609282510437,0.002122544698200529
0.0021215078767771625,0.0021696372129863897
0.0020655211770172197,0.002104955911201503
0.0031384714405667856,0.004129371881031629
0.0020679954323656554,0.0021645142560214907
0.002054250799143183,0.002066247588332084
0.0020179641128337668,0.0021067321566921875
0.0019766863987906976,0.0020327125996651117
0.002165590181412942,0.002188788720228032
0.0020153756361832057,0.0021392471493488557
0.0019850826081140283,0.002021136717749848
0.0019511136150322196,0.0020187847331049015
0.0019049116988880813,0.0019971202021022336
0.002030600739598793,0.002053939760355637
0.0019386965412391286,0.0020379728293758127
0.0018809016703750688,0.0019463060904562732
0.0018903763418678613,0.0019704877124830703
0.0018369629272444454,0.001920645171772827
0.0019777428329119514,0.002041658543019494
0.001850026608208853,0.001973557950235877
0.0018582300311187116,0.0019155023187862545
0.0018180521447481936,0.0019259106411218749
0.0017844313831640321,0.0018729256334260357
0.0018186387640385696,0.0019142518921427122
0.0018249458595687843,0.0019262014318839557
0.0018836017491271988,0.00199608915867949
0.0018702127081166745,0.001989674879951394
0.0017302603608466247,0.0018352462440473646
0.0016691573011535005,0.0017668443243586591
0.0018431442371922321,0.0019058290327035713
0.001732775878476502,0.001888241012122532
0.0017466628812879042,0.0018152744632051118
0.0017190404784447274,0.001819855227091055
0.0016833478477737507,0.0017742161938563664
0.0016762755850040648,0.0018044777879675585
0.001634893334369326,0.0017498334924431163
0.0017937034105012669,0.0018941444117915875
0.0016863229013221895,0.0018467881790362151
0.0017267777330984345,0.0018039804686210436
0.001651404191905733,0.0017649131234629177
0.0016458623984694394,0.0017428229777772316
0.003921717362701047,0.001758330468082951
0.0017779474087788643,0.0018403544822258716
0.0016246721604131602,0.0017562781083565523
0.0016148723920903526,0.0017253217847127543
0.0035671416897334195,0.0017323879061124138
0.0017789336363918018,0.0018391649203983135
0.0016093692965424681,0.001732075117847248
0.0015919763654845842,0.0017052798223777092
0.0018639101620307125,0.0021786300964426937
0.001584954107061904,0.0016775395566452037
0.0015653743732096234,0.0016985773162464832
0.0015401683545315794,0.001657812041155106
0.0016263382039936997,0.0017462628775415509
0.0015892601821168907,0.0017233711207967134
0.0015509294484878095,0.0016502473083023666
0.0015426955130653404,0.0016794609830778063
0.0015274441900666167,0.0016356812494738636
0.0015380471065396556,0.0016703580019525378
0.0014984119891579253,0.001607441472111741
0.0015394372714114036,0.0016620679625866932
0.0015065629791218868,0.001632600437268455
0.0015207371820943603,0.0016389650826792298
0.0014915570888973653,0.0016224868571807715
0.0014861004858212454,0.00159948129201029
0.0014919552387658165,0.0016258302036148626
0.001498701331099191,0.0016121765769096868
0.0014783121994011643,0.00159916435808921
0.0015053205843446932,0.0016172658878751017
0.0014813972859895892,0.0016110357704013044
0.0015133479543809568,0.001620859306319205
0.0014681516720293833,0.0015954787836584073
0.0014900892670992607,0.0015949648258307973
0.0014552125031532892,0.0015863356450013671
0.0014780984478515605,0.001592998959665204
0.0014437778546434815,0.001580495248573707
0.0014514498441674263,0.0015649882916900048
0.0014367763845222613,0.001566662025678851
0.0018180049596146827,0.0015563640741963248
0.001413860494545721,0.0015403931865472587
0.004084946638490659,0.0015420810270480568
0.001535551728882338,0.0016560696381895848
0.0015117936316923948,0.0016221507562723947
