Loss_Entrenamiento,Loss_Predicción
0.21879338258455183,0.19005352765957922
0.1897251256491503,0.19489351398061225
0.17677713578822635,0.1789213041454951
0.16056491726213806,0.15428338426851274
0.14462867553170156,0.1336108419818748
0.1267132386629074,0.11508802140932327
0.10577752168200885,0.09544010282173893
0.08477604805204497,0.07680735550143374
0.06660390309580774,0.06073971679552685
0.05340150879911613,0.04860504757118669
0.04537344617562929,0.04078473778492867
0.04123864586226013,0.03661839440346224
0.03931070081401599,0.03468725028694055
0.03825887160210827,0.03371131792989258
0.03790080071236374,0.033302336493628966
0.037302707386087326,0.03284589825886693
0.03647523453785441,0.031936623956666334
0.03571702026483719,0.031435049019152526
0.035206584136656,0.031032840700931628
0.03471101660178457,0.03065397959952908
0.03431913097936478,0.03031979726830331
0.03395368905950975,0.029997038024543204
0.03357981616531542,0.029710755831809522
0.03322970595149424,0.029465259980297837
0.032908537167448904,0.02920339288099052
0.03261342350248173,0.028935853938856348
0.03231369222847071,0.028694151827672577
0.03203726401304729,0.02848139340271129
0.031770657428057486,0.028268076965287933
0.03151382061602876,0.02808348028594768
0.031268705927445455,0.027910407965483844
0.031036331103580127,0.027729814330405934
0.030817032174859704,0.027550726819190546
0.030605669015369243,0.02737448618537912
0.030401894015966054,0.027214802228537366
0.03021389945653165,0.027052964933365557
0.03003825462884655,0.026896813553549555
0.029867147160492078,0.026766687880400087
0.029696438467557228,0.02664602376098885
0.029543242034485308,0.02651451313775529
0.029392851963650025,0.026405197658518245
0.029245173075250583,0.02629739736836391
0.029105934744765083,0.026184385693310972
0.02897563276232752,0.026066167117880193
0.028856643254572156,0.02595322725120763
0.028733512863413187,0.025868154428547577
0.028625088357220985,0.02577121312331037
0.028511755887691562,0.025679720875250577
0.028399680208648997,0.025602004493838627
0.02829402409832205,0.025523430987079997
0.028200287732469416,0.025433615359822775
0.02810359554744208,0.025355830858040943
0.02802208931793486,0.02527793682734157
0.027967587321069735,0.025190120753991647
0.027901127932356273,0.02512101654874432
0.027818079401946836,0.025054070477299732
0.027775479085592292,0.024991693280881914
0.02771636036841156,0.024935302691332647
0.027662901829381265,0.024876781199314246
0.027613376146816304,0.02482264901334189
0.02755793673817662,0.02477323287473027
0.027505731958079274,0.024715349710639198
0.027457841600699615,0.024658995946844203
0.02740776696581446,0.024612529923558335
0.02735629874385265,0.024555326443269188
0.02732087889907639,0.024490873588720055
0.027292816416881457,0.02443519872172103
0.02725419724168471,0.024387874118378335
0.02721517106618652,0.02433943673163
0.027175279880321833,0.024295568813647028
0.027140691048455637,0.024258469031901785
0.027132394614751375,0.024216932463130947
0.02711984410229361,0.024169513184155923
0.027065662555716876,0.02415292306393286
0.027039647310636114,0.024090145716789024
0.02704094606717074,0.024042213606134823
0.026940092734879677,0.02401700439558288
0.026915090668412776,0.02395847098283612
0.026866330146693294,0.023926601582655554
0.02681478925851698,0.023893611896360148
0.0267646187137592,0.02385990598870118
0.026763462263952476,0.02382075448242728
0.026677117273420283,0.02380137685933595
0.02666110896728022,0.02375518752799479
0.02659835912528762,0.023734266331419597
0.026627425543916238,0.023679461512323353
0.02654920997909599,0.023669414066736293
0.026556510037766472,0.02360620371058819
0.026540225797835635,0.023562695242352837
0.026436921575425112,0.023575274547203335
0.026389698503763485,0.02350720147010611
0.026364797983014398,0.023464979469605553
0.026436005411721152,0.02341998908084296
0.026326520618662853,0.023423379905921457
0.026324909275797122,0.02336672383986295
0.026408612798742015,0.023300323635531237
0.02625536695406576,0.02333904757077816
0.026215804584034132,0.02328815335137618
0.026268406713864604,0.02321880011442485
0.02609211757744996,0.023271099836852986
0.026044764144258072,0.02325965086065401
0.026021859712723194,0.023130667534821053
0.02622366512986782,0.02306820422805919
0.026027111096296476,0.023053733180686556
0.02597414097858649,0.023057141552538577
0.025879466454885654,0.022970941643123702
0.02593001218766113,0.022896766513159184
0.02578372890703734,0.022880694056767292
0.025821810645453754,0.02283290711605372
0.025665154664690947,0.022789285311470394
0.02560498965019857,0.022722281855090367
0.025585371912595873,0.02267173886587436
0.025479245166394215,0.02261409997312953
0.025621683111342906,0.02258405234539299
0.02549815018651693,0.02253991449945294
0.02532198915434412,0.022481535818522448
0.02530967834880288,0.022413754390955384
0.025423659106768425,0.022386322037414086
0.025100730611912692,0.022418704713564067
0.02493888493573713,0.022347575389147615
0.024996884552213588,0.02224409510142199
0.024800792368417632,0.02219091864677365
0.024756041626286952,0.02221845106942785
0.024701814377856603,0.022121214553244326
0.024617126213114283,0.02201145178987149
0.02458829614014941,0.021976578765438574
0.024414779566724772,0.021990864474178685
0.024415532670517808,0.021862388262797884
0.024323305449161295,0.021822093059929815
