ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
103,"[3, 128, 64, 16, 1]",relu,AdamW,30,0.1,0.001,0.6306199430316437,0.7283462015141596
