ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
25,"[3, 32, 32, 16, 1]",relu,AdamW,20,0.01,0.001,0.2877648847611613,0.2735152142802575
