ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
205,"[3, 32, 64, 32, 16, 1]",swish,AdamW,30,0.01,0.001,0.2994541137548284,0.2961712688039692
