ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
193,"[3, 32, 64, 32, 16, 1]",swish,AdamW,20,0.1,0.001,0.6164778273399053,0.720024369602756
