ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
118,"[3, 16, 32, 64, 16, 1]",swish,AdamW,10,0.01,0.1,0.2729661119864325,0.2648239437160339
