ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
160,"[3, 16, 32, 64, 16, 1]",swish,AdamW,30,0.1,0.1,0.6173920505803951,0.7137777739707228
