ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
175,"[3, 32, 64, 32, 16, 1]",swish,AdamW,10,0.1,0.001,0.6134512626005977,0.7145401428410306
