ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
97,"[3, 128, 64, 16, 1]",relu,AdamW,30,0.01,0.001,0.29526494146740767,0.2961440722662958
