ID,Arquitectura,Activación,Optimizador,Batch_Size,Lambda,Eta,Loss_Final_Entrenamiento,Loss_Final_Predicción
82,"[3, 128, 64, 16, 1]",relu,AdamW,20,0.01,0.1,0.2881221823544895,0.27595274995813246
