x1
-5.7992305e-24
-1.7986735e-24
1.0316833e-24
4.637406e-24
-4.7310947e-26
-5.0382345e-24
9.633739e-25
-1.4727952e-24
2.8657843e-24
-1.0209296e-24
-4.6235268e-24
-7.188838e-25
1.4223253e-24
5.3671453e-25
-5.5531086e-24
-1.1736016e-24
8.374449e-25
2.6722683e-24
2.5631254e-24
2.924305e-24
-1.7905821e-24
-1.3364266e-24
-4.3193444e-24
1.6923257e-24
-3.9779297e-26
5.813457e-25
-5.8046385e-24
1.2062005e-24
1.2586885e-24
-1.88248e-24
2.3935558e-25
-4.0136044e-24
-1.7778294e-24
-1.8668125e-24
2.1611529e-24
8.785696e-25
-2.9128318e-24
-6.6351296e-24
-3.60546e-24
-7.6284866e-25
-3.407473e-24
1.707568e-24
2.0317475e-24
4.349908e-24
-1.0773899e-24
-8.478259e-25
4.7071236e-24
-5.547505e-24
-3.5197416e-24
3.1139949e-24
4.7745384e-24
-6.5897673e-25
5.7694995e-24
1.3860783e-24
7.2332885e-25
5.963058e-25
1.7771632e-24
2.405231e-24
3.2658053e-26
9.368358e-25
-2.106719e-24
4.2930662e-24
3.8156823e-24
-2.1104676e-24
-5.9253993e-24
1.7434984e-24
-2.1674395e-24
4.0629654e-24
1.0294783e-24
1.1410806e-24
4.9453414e-25
3.7578367e-24
-2.4281858e-24
3.5331826e-24
-5.2540033e-24
9.294779e-25
1.509539e-24
1.9149384e-24
-3.8284335e-24
-2.6452804e-24
5.488909e-24
-1.7254364e-24
-5.9879173e-24
-3.0804872e-24
-8.33739e-25
-1.7566276e-24
2.3772456e-24
-1.7725472e-24
1.3671886e-25
2.53518e-24
2.3585906e-24
-1.073607e-24
-4.4482506e-25
-3.9801997e-25
-6.97411e-25
6.66052e-24
2.2414654e-24
-1.1994729e-25
2.2188038e-24
2.7714478e-25
1.095371e-24
-2.0837745e-24
1.0429666e-24
1.2699824e-24
-1.3694339e-24
-1.9724359e-24
2.9861758e-25
1.1559345e-24
1.687726e-24
-2.3009272e-24
-1.7338792e-24
-1.0551541e-24
-2.1940752e-24
-5.7864683e-25
-1.879073e-24
8.112598e-25
-2.1488532e-24
-1.5137164e-24
1.2486813e-24
-3.3579994e-25
-1.8363234e-24
1.2655297e-24
-1.1839733e-24
1.7193046e-24
8.544995e-25
2.2179676e-24
1.7776815e-24
2.6260292e-25
3.049745e-24
1.2734976e-24
1.6810326e-24
3.5031597e-25
-1.9971315e-24
1.719186e-24
1.7388806e-24
-2.3519105e-24
-1.5329697e-24
1.2462367e-24
2.05917e-24
1.7254869e-24
1.3317976e-24
2.184326e-24
1.7229598e-24
-2.0703443e-24
-2.0221637e-24
5.027517e-25
-3.0952374e-24
-1.8014443e-24
6.8713374e-25
2.546634e-24
2.319708e-24
-1.9530027e-24
-2.429227e-24
-1.6441582e-24
2.7768306e-24
-1.6053536e-25
1.8498007e-24
1.5709545e-24
2.6297767e-24
1.7289875e-24
-4.075096e-24
-2.2506868e-24
3.6636298e-25
1.6752163e-24
2.2329757e-24
-3.2004586e-24
-4.0679443e-24
-1.6925157e-24
7.8923285e-25
-5.950151e-25
3.9203078e-24
-1.9358607e-24
-1.3838579e-24
-2.9096898e-25
-3.6784071e-25
-2.7934683e-24
-2.3551833e-24
-2.8909662e-25
3.3430785e-24
-1.8364948e-24
-2.0640486e-25
3.2182569e-24
3.748866e-24
-3.7186907e-24
-1.4084674e-24
-2.2476515e-24
-3.7431568e-25
1.3489044e-24
1.6149458e-24
-1.1858011e-24
-3.4182045e-24
-1.802385e-24
-1.5849377e-24
-2.699288e-24
1.5099245e-24
1.822406e-24
-7.5741336e-25
-2.068836e-24
3.7496117e-25
1.6054588e-24
2.6522683e-24
6.903079e-25
-2.6494387e-25
2.1150288e-25
3.3346196e-25
1.1421564e-24
1.7054078e-24
-3.6992287e-24
-1.656236e-24
1.8488906e-24
3.6481484e-25
1.7452703e-24
3.5921957e-24
1.7665138e-24
-7.1277803e-25
1.4505413e-24
-3.360442e-24
3.5998902e-24
1.791764e-24
4.73043e-25
-1.7184471e-24
1.3929528e-25
7.8991305e-25
8.0401867e-25
-2.1018035e-25
-1.6394527e-24
