ID,Arquitectura,Activación,Optimizador,Batch_Size,Loss_Final_Entrenamiento,Loss_Final_Predicción
10,"[3, 32, 64, 16, 1]",tanh_fast,AdamW,30,0.03020783477141169,0.0308504421130292
11,"[3, 32, 64, 16, 1]",swish,AdamW,15,0.028550522237432378,0.04020846235473348
12,"[3, 32, 64, 16, 1]",swish,AdamW,30,0.030073446412069032,0.028928796246188757
13,"[3, 128, 64, 16, 1]",relu,AdamW,15,0.029039824571602684,0.03047093559471004
14,"[3, 128, 64, 16, 1]",relu,AdamW,30,0.02808327240691413,0.029609706438438996
15,"[3, 128, 64, 16, 1]",tanh_fast,AdamW,15,0.029576786539234005,0.09842166417298362
16,"[3, 128, 64, 16, 1]",tanh_fast,AdamW,30,0.03019444423829023,0.03787325619386666
17,"[3, 128, 64, 16, 1]",swish,AdamW,15,0.010054936997894006,0.13325118845907932
18,"[3, 128, 64, 16, 1]",swish,AdamW,30,0.0291111403039412,0.03145000433367147
19,"[3, 5, 16, 8, 1]",relu,AdamW,15,0.030240486692954368,0.030072396518461286
1,"[3, 32, 32, 16, 1]",relu,AdamW,15,0.02911122408080247,0.03139851908304617
20,"[3, 5, 16, 8, 1]",relu,AdamW,30,0.02798722236469174,0.031011286104734578
21,"[3, 5, 16, 8, 1]",tanh_fast,AdamW,15,0.020125620540634954,0.30684068117442653
22,"[3, 5, 16, 8, 1]",tanh_fast,AdamW,30,0.026496844325543382,0.11932568416554615
23,"[3, 5, 16, 8, 1]",swish,AdamW,15,0.0295590355266824,0.030250097913243332
24,"[3, 5, 16, 8, 1]",swish,AdamW,30,0.028348311643929265,0.038036203694747646
25,"[3, 16, 32, 16, 1]",relu,AdamW,15,0.030308615586538058,0.0400425889408101
26,"[3, 16, 32, 16, 1]",relu,AdamW,30,0.02983197555763828,0.058414828997043845
27,"[3, 16, 32, 16, 1]",tanh_fast,AdamW,15,0.005046825181928531,0.15297953071619474
28,"[3, 16, 32, 16, 1]",tanh_fast,AdamW,30,0.015886381188303683,0.08947514833660232
29,"[3, 16, 32, 16, 1]",swish,AdamW,15,0.01115776492547104,0.13723458840576971
2,"[3, 32, 32, 16, 1]",relu,AdamW,30,0.029796320231206704,0.030782499730438742
30,"[3, 16, 32, 16, 1]",swish,AdamW,30,0.009876602374745979,0.10877639594434163
3,"[3, 32, 32, 16, 1]",tanh_fast,AdamW,15,0.02320950896854893,0.0658416526836135
4,"[3, 32, 32, 16, 1]",tanh_fast,AdamW,30,0.030542028799099768,0.03022576811790193
5,"[3, 32, 32, 16, 1]",swish,AdamW,15,0.02968237454723323,0.029285516093381137
6,"[3, 32, 32, 16, 1]",swish,AdamW,30,0.030074523407971086,0.028725014781228478
7,"[3, 32, 64, 16, 1]",relu,AdamW,15,0.017922432472456822,0.15084101002204414
8,"[3, 32, 64, 16, 1]",relu,AdamW,30,0.029480629321204106,0.029581216121333645
9,"[3, 32, 64, 16, 1]",tanh_fast,AdamW,15,0.02411736262243459,0.07201384764013526
10,"[3, 32, 64, 16, 1]",tanh_fast,AdamW,30,0.03020783477141169,0.0308504421130292
