ID,Arquitectura,Activación,Optimizador,Batch_Size,Loss_Final_Entrenamiento,Loss_Final_Predicción
19,"[3, 5, 16, 8, 1]",relu,AdamW,15,0.030240486692954368,0.030072396518461286
