ID,Arquitectura,Activación,Optimizador,Batch_Size,Loss_Final_Entrenamiento,Loss_Final_Predicción
18,"[3, 128, 64, 16, 8, 1]",swish,AdamW,30,0.010531866893414257,0.1563002339246068
